X,Y,AOSNUMBER,City,County,State,Address,Latitude,Longitude,Agency,Type of LE,Summary,Technology,Vendor,Link 1,Link 1 Sna,Link 1 Sou,Link 1 Typ,Link 1 Dat,Link 2,Link 2 Sna,Link 2 Sou,Link 2 Typ,Link 2 Dat,Link 3,Link 3 Sna,Link 3 Sou,Link 3 Typ,Link 3 Dat,Other Link,icon_url
-81.655651,30.3321838,AOS4909,Jacksonville,Duval County,FL,Jacksonville FL,30.332183799999999,-81.655651000000006,Jacksonville Sheriff's Office,Sheriff,"The Jacksonville Sheriff's Office proposed its real-time crime center in 2018, which was included in the city's $1.2-Billion budget proposal. The RTCC utilizes ShotSpotter gunshot detection technology, computer-aided dispatch via Motorola Command Central",Real-Time Crime Center,,https://www.wokv.com/news/local/real-time-crime-center-pilot-just-first-phase-expanded-multi-year-plan/9aWC92a0gHWNNDRwUu7E4H/,,WOKV,,8/16/2018,https://www.news4jax.com/news/local/jacksonville/jacksonville-getting-ready-to-spend-34m-on-surveillance-upgrades,,News 4 Jax,,2/12/2019,https://www.firstcoastnews.com/article/news/jso-installing-new-cameras-as-part-of-real-time-crime-center/77-c9511cd0-ef93-420a-9423-0f17beb1a2b2,,First Coast News,,6/20/2019,,./0.png
-95.3698028,29.7604267,AOS4910,Houston,‎Harris County‎,TX,Houston TX,29.760426700000000,-95.369802800000002,Harris County Sheriff's Office,Sheriff,"The Harris County Sheriff’s Office revealed its Real-Time Crime Center and Incident Management Unit in 2016, which is maintained in the Houston TranStar building. The RTCC has access to over 30 databases  and is a communications and monitoring center w",Real-Time Crime Center,,https://patch.com/texas/houston/sheriffs-real-time-crime-center-takes-active-role-apprehension-murder-suspect,,Patch,,11/1/2016,https://www.chron.com/neighborhood/katy/news/article/Harris-County-Sheriff-to-showcase-Real-Time-Crime-9693864.php,,Chron,,2/18/2019,https://www.harriscountyso.org/documents/2015%20annual%20report_for%20web.pdf,,Harris County Sheriff's Office,,"2015",,./0.png
-121.3716178,38.4087993,AOS4911,Elk Grove,Sacramento County,CA,Elk Grove CA,38.408799299999998,-121.371617799999996,Elk Grove Police Department,Police,"The Elk Grove Police Department maintains a real-time crime center. According to CBS13, the Elk Grove Police Departrment's real-time crime center utilizes more than 300 cameras, traffic feeds, cameras installed on city buses, and fixed automated license",Real-Time Crime Center,,https://sacramento.cbslocal.com/2019/08/08/elk-grove-real-time-crime-fighting/,,CBS,,8/8/2019,https://fox40.com/2019/08/08/elk-grove-police-credit-information-center-in-catching-two-suspected-killers/,,Fox40,,8/8/2019,,,,,,,./0.png
-80.1373174,26.1224386,AOS4912,Fort Lauderdale,Broward County,FL,Fort Lauderdale FL,26.122438599999999,-80.137317400000001,Broward County Sheriff's Office,Sheriff,"The Broward County Sheriff’s Office launced its real-time crime center in 2019.  According to a press release, the $2 million dollar RTCC has access to over 10,000 cameras across 260 public schools and administrative buildings in Broward County. The RT",Real-Time Crime Center,,https://www.sheriff.org/PIO/BSONews/Pages/MEDIA-ADVISORY-.aspx,,Broward County Sheriff's Office,,8/13/2019,https://miami.cbslocal.com/2019/08/13/bso-real-time-crime-center-safer-schools/,,CBS,,8/13/2019,https://www.sun-sentinel.com/local/broward/fl-ne-threat-management-unit-20190814-k3sqlgsisnh3ziq4enuyqkeosa-story.html,,Sun Sentinel,,8/14/2019,,./0.png
-91.1871466,30.4514677,AOS4913,Baton Rouge,East Baton Rouge Parish,LA,Baton Rouge LA,30.451467699999998,-91.187146600000005,Baton Rouge Police Department,Police,"The Baton Rouge Police Department opened its real-time crime center in 2019. The RTCC accesses with automated license plate readers, ShotSpotter gunshot detection sensors, traffic camera feeds and real-time analytics software including computer-aided dis",Real-Time Crime Center,,https://www.wafb.com/2018/12/26/brpd-chief-says-real-time-crime-center-help-cut-down-violent-crimes-baton-rouge/,,WAFB9,,12/26/2018,https://www.brla.gov/DocumentCenter/View/7168/Final-2019-Community-Report,,BRPD,,"2019",https://www.wafb.com/2019/07/02/increased-officer-support-improved-resources-coming-real-time-crime-center/,,WAFB,,7/1/2019,,./0.png
-84.3879824,33.7489954,AOS4914,Atlanta,"DeKalb County, Fulton County",GA,Atlanta GA,33.748995399999998,-84.387982399999999,Atlanta Police Department,Police,"Atlanta Police Department's  real-time crime center was first announced in September 2011 and now has access to approximately 11,000 cameras. The RTCC, renamed the Loudermilk Video Integration Center, also provides access to automated license plate reade",Real-Time Crime Center,,https://www.ajc.com/news/local/real-time-crimefighting-around-000-cameras-watch-over-atlanta/qlF76c7sgdwBvtIa3luX8H/,,AJC,,11/1/2019,https://www.cna.org/cna_files/pdf/e031816870_CNA_Safer_Atlanta_v3_508.pdf,,CNA,,"2019",https://lawofficer.com/archive/how-atlanta-pd-uses-surveillance-technology-to-deter-crime/,,Law Officer,,1/8/2016,,./0.png
-72.589811,42.1014831,AOS4915,Springfield,Hampden County,MA,Springfield MA,42.101483100000003,-72.589810999999997,Springfield Police Department,Police,"The Springfield Real Time Crime Analysis and Intelligence Center opened in 2018. Located on the second floor of the Springfield Police Department headquarters, the center receives live feeds from cameras owned by the city as well as some privatelly owned",Real-Time Crime Center,,https://www.wamc.org/post/springfield-police-activate-real-time-crime-analysis-unit,,WAMC Northeast Public Radio,,04/29/2018,https://www.wnpr.org/post/springfield-police-announce-new-crime-intelligence-center,,WNPR,,08/19/2015,,,,,,,./0.png
-115.1391009,36.171563,AOS4916,Las Vegas,Clark County,NV,Las Vegas NV,36.171562999999999,-115.139100900000003,Las Vegas Metropolitan Police Department,Police,"The Las Vegas Metropolitan Police Department's Technical Operations Section uses gunshot detection technology, face recognition software, social media monitoring and automated license plate readers at its real-time crime center. It also has access to Reg",Real-Time Crime Center,,https://www.ktnv.com/las-vegas-police-take-crime-fighting-to-a-new-level-in-state-of-the-art-intelligence-center,,KTNV Las Vegas,,11/30/2018,https://twitter.com/lvmpd/status/594724578724749313?lang=en,,LVMPD Twitter,,05/02/2015,http://agency.governmentjobs.com/lvmpd/job_bulletin.cfm?jobID=2407883&sharedWindow=0,,LVMPD,,4/10/19,,./0.png
-93.2650108,44.977753,AOS4917,Minneapolis,Hennepin County,MN,Minneapolis MN,44.977753000000000,-93.265010799999999,Minneapolis Police Department,Police,"The Minneapolice Police Department opened its real-time crime center in April 2020 The RTCC uses the Fusus Unified Awareness platform, and analysts access the 911 and dispatch system, video feeds from around the city, and ShotSpotter gunshot detection te",Real-Time Crime Center,,https://www.fusus.com/blog/press-release-minneapolis-police-department-to-activate-fusus-real-time-crime-center-platform,,Fusus,,03/31/2020,,,,,,,,,,,,./0.png
-104.990251,39.7392358,AOS4918,Denver,Denver County,CO,Denver CO,39.739235800000003,-104.990251000000001,Denver Police Department,Police,"The Denver Police Department opened its Real Time Crime Information Center in August 2019. The RTCC also has access to the city's ShotSpotter system as well as the HALO system, which has 800 cameras.",Real-Time Crime Center,,https://www.9news.com/article/news/local/denver-police-quietly-expand-surveillance-camera-network/73-80b180c4-2456-4a28-b106-feb1831ea61f,,9News,,4/20/2020,https://www.downtowndenver.com/newsroom/updates-from-april-1st-briefing-with-commander-sanchez-denver-police-department-district-6/,,Downtown Denver Partnership,,04/01/2020,https://www.denvergov.org/content/dam/denvergov/Portals/720/documents/OperationsManual/OMSBook/OM_Book.pdf,,Denver Police Department,,,,./0.png
-110.9741769,32.2539787,AOS4919,Tucson,Pima County,AZ,Tucson AZ,32.253978699999998,-110.974176900000003,Tucson Police Department,Police,"The Tucson Police Department operates the Tucson Real-Time Analytical Crime Center (TRACC), a technology center that has access to many law enforcement databases. The TRACC staff monitors calls for service abd live video feeds and conducts predictive ana",Real-Time Crime Center,,https://www.eff.org/pages/aos-pima-county-arizona#TRACC,,Electronic Frontier Foundation,,,,,,,,,,,,,,./0.png
-80.2635411,25.7491968,AOS4920,Coral Gables,Miami-Dade County,FL,Coral Gables FL,25.749196800000000,-80.263541099999998,Coral Gables Police Department,Police,The Coral Gables Police Department runs a Community Intelligence Center (CIC) inside its headquarters. The CIC utilizes 13 monitors which display video feeds from city-owned and privately owned cameras.,Real-Time Crime Center,,https://communitynewspapers.com/featured/new-public-safety-strategies-taking-shape-coral-gables/,,Community Newspapers,,7/12/2016,https://www.miamiherald.com/news/local/community/miami-dade/article211734989.html,,Miami Herald,,5/26/2018,,,,,,,./0.png
-80.4742261,35.6709727,AOS4921,Salisbury,Rowan County,NC,Salisbury NC,35.670972700000000,-80.474226099999996,Salisbury Police Department,Police,"The City of Salisbury received a $500,000 grant in 2019 from the U.S. Department of Justice to help fund the Rowan Regional Crime Intelligence Center. The RCIC will serve as a central location for federal, state, and local officers to work together while",Real-Time Crime Center,,https://www.wbtv.com/2019/09/30/salisbury-police-awarded-grant-rowan-regional-crime-intelligence-center/,,WBTV,,9/30/2019,https://www.salisburypost.com/2019/09/30/federal-grant-will-create-regional-crime-intelligence-center-at-spd/,,Salisbury Post,,9/30/2019,https://www.salisburypost.com/2019/09/23/police-salisbury-man-caught-on-video-terrorizing-people-with-gun/,,Salisbury Post,,9/24/2019,,./0.png
-73.7629097,41.0339862,AOS4922,White Plains,Westchester County,NY,White Plains NY,41.033986200000001,-73.762909699999994,Westchester County District Attorney,District Attorney,"The Westchester Intellegence Center is a real-time crime center, which utilizes face recognition software, automated license plate readers, and social media monitoring.  The RTCC includes a federally funded High Intensity Drug Trafficking Area program wh",Real-Time Crime Center,,https://www.westchesterda.net/about-the-office/westchester-intel-center,,Westchester County Office of the District Attorney,,"2020",https://www.ryeny.gov/home/showdocument?id=9712,,,,8/1/2018,https://www.westchesterda.net/pressreleases/80521intelctropens.htm,,Office of the District Attorney,,,,./0.png
-99.5075519,27.5035613,AOS4923,Laredo,Webb County,TX,Laredo TX,27.503561300000001,-99.507551899999996,Laredo Police Department,Police,"In 2018, the Laredo Police Department received approval to establish a $1.4 million real-time crime center in the city. Most of the funding was earmarked for installing surveillance cameras around the city. Schools in the area have also agreed to feed da",Real-Time Crime Center,,https://www.eff.org/aos-webb-county-tx#rtcc,,Electronic Frontier Foundation,,,http://www.laredopd.com/share/2019_policereport.pdf,,Laredo Police Department,,"2019",https://www.kgns.tv/content/news/Laredo-Police-Department-unveils-real-time-crime-center-557874451.html,,KGNS,,8/22/2019,,./0.png
-76.3452218,37.0298687,AOS4924,Hampton,,VA,Hampton VA,37.029868700000002,-76.345221800000004,Hampton Police Department,Police,The Hampton Police Department's Real Time Information Center analyzes crime trends and monitor cameras throughout the city.,Real-Time Crime Center,,https://wydaily.com/hampton/2019/05/06/this-police-department-implements-a-surveillance-program-others-do-not/,,WYDaily,,5/6/2019,https://hampton.gov/3579/Blue-View-Camera-Sharing-Program,,Hampton,,2/12/2020,,,,,,,./0.png
-75.1196199,39.9259463,AOS5390,Camden,Camden County,NJ,Camden NJ,39.925946300000000,-75.119619900000004,Camden County Police Department,Police,"The Camden County Police Department has operated a ""Real Time Tactical Operation Intelligence Center"" since 2015. The center uses a pan-tilt-zoom surveillance camera network, gunshot detection, social media monitoring, and predictive policing.",Real-Time Crime Center,CivicScape,https://www.bloomberg.com/news/features/2017-07-10/the-ex-cop-at-the-center-of-controversy-over-crime-prediction-tech,,Bloomberg,,07/10/2017,https://www.wypr.org/post/watch-part-9-what-does-camden-new-jersey-have-baltimore-doesnt,,WYPR,,07/25/2016,,,,,,,./0.png
-71.8022934,42.2625932,AOS5802,Worcester,Worcester County,MA,Worcester MA,42.262593199999998,-71.802293399999996,Worcester Police Department,Police,"The Worcester Police Department operates a real-time crime center, which provides access to technologies such as camera networks, gunshot detection, and social media monitoring.",Real-Time Crime Center,,https://www.worcestermag.com/2013/03/14/in-real-time-cameras-give-cops-new-eye-on-crime-197778231,,Worcester Magazine,,3/14/2013,https://www.facebook.com/WorcesterPolice/posts/wpd-receives-grant-award-to-bolster-rtcc-capabilitiesworcester-ma-june-5-2015-on/958841840804252/,,Worcester Police Department,,6/5/2015,,,,,,,./0.png
-85.8349648,33.6142714,AOS5809,Oxford,"Talladega County, Calhoun County",AL,Oxford AL,33.614271400000000,-85.834964799999995,Oxford Police Department,Police,The Oxford Police Department opened the East Metro Area Crime Center in May 2019.,Real-Time Crime Center,,https://www.wbrc.com/2019/05/24/east-metro-area-crime-center-now-open-oxford/,,6WBRC,,05/24/2019,,,,,,,,,,,,./0.png
-86.5861037,34.7303688,AOS5810,Huntsville,Madison County,AL,Huntsville AL,34.730368800000001,-86.586103699999995,Huntsville Police Department,Police,"The Huntsville Police Department's North Alabama Multi-Agency Crime Center uses police cameras, gunshot detection, and license plate readers, and facilitates intelligence sharing among multiple agencies.",Real-Time Crime Center,,https://cityblog.huntsvilleal.gov/keeping-a-watchful-eye-on-crime/,,Huntsville,,10/11/2018,https://www.waff.com/2019/07/29/north-alabama-multi-agency-crime-center-yielding-results/,,WAFF48,,07/29/2019,,,,,,,./0.png
-96.7969879,32.7766642,AOS5811,Dallas,Dallas County,TX,Dallas TX,32.776664199999999,-96.796987900000005,Dallas Police Department,Police,The Dallas Police Department partnered with Motorola Solutions to start a real-time crime center in 2019.,Real-Time Crime Center,Motorola Solutions,https://www.webwire.com/ViewPressRel.asp?aId=249685,,Web Wire,,11/07/2019,https://www.dallasnews.com/news/crime/2020/03/04/dallas-police-plan-to-expand-use-of-cameras-starlight-surveillance-program/,,Dallas News,,03/03/2020,,,,,,,./0.png
-86.3077368,32.3792233,AOS5812,Montgomery,Montgomery County,AL,Montgomery AL,32.379223300000000,-86.307736800000001,Montgomery Police Department,Police,"The Montgomery Police Department oeprates the River Region Strategic Technology and Resource Center, which collects data from surveillance cameras and other data sources.",Real-Time Crime Center,,https://www.waff.com/2019/07/29/north-alabama-multi-agency-crime-center-yielding-results/,,WAFF49,,07/30/2019,,,,,,,,,,,,./0.png
-86.8103567,33.5185892,AOS5813,Birmingham,Jefferson County,AL,Birmingham AL,33.518589200000001,-86.810356700000000,Jefferson County Sheriff's Office,Sheriff,The Jefferson County Sheriff's Office opened the Metro Area Crime Center in October 2016.,Real-Time Crime Center,,https://jeffcosheriffal.com/metro-area-crime-center/,,Jefferson County Sheriff's Office,,"2020",https://www.waff.com/2019/07/29/north-alabama-multi-agency-crime-center-yielding-results/,,WAFF49,,07/30/2019,,,,,,,./0.png
-85.7584557,38.2526647,AOS5815,Louisville,Jefferson County,KY,Louisville KY,38.252664699999997,-85.758455699999999,Louisville Metro Police Department,Police,The Louisville Metro Police Department has operated a real-time crime center since 2014.,Real-Time Crime Center,,https://louisvillefuture.com/archived-news/a-look-inside-lmpds-real-time-crime-center/,,Louisville Future,,06/14/0217,,,,,,,,,,,,./0.png
-80.2706044,26.271192,AOS5816,Coral Springs,Broward County,FL,Coral Springs FL,26.271191999999999,-80.270604399999996,Coral Springs Police Department,Police,The Coral Springs Police Department opened a real time crime center in January 2020.,Real-Time Crime Center,,https://www.tapinto.net/towns/parkland/articles/coral-springs-police-open-new-tech-center-to-solve-crime-faster,,Tap into Parkland,,02/02/2020,,,,,,,,,,,,./0.png
-84.5555347,42.732535,AOS5817,Lansing,Ingham County,MI,Lansing MI,42.732534999999999,-84.555534699999995,Lansing Police Department,Police,The Lansing Police Department began developing its real-time crime center in 2019.,Real-Time Crime Center,,https://www.lansingmi.gov/DocumentCenter/View/8919/Annual-Report-2019,,City of Lansing,,"2019",,,,,,,,,,,,./0.png
-83.5378674,41.6528052,AOS5877,Toledo,Lucas County,OH,Toledo OH,41.652805200000003,-83.537867399999996,Toledo Police Department,Police,The Toledo Police Department launched its real-time crime center and a city camera network in 2012.,Real-Time Crime Center,,https://www.wtol.com/article/news/local/3-tpd-mobile-cameras-need-expensive-overhauls/512-31aaa082-8503-4d81-9030-fcb36adaa2a5,,WTOL 11,,10/22/2018,https://www.wtol.com/article/news/tpd-unveils-real-time-crime-center/512-be585b67-46af-4b59-9fb1-5b61ba2eec3b,,WTOL 11,,11/01/2012,http://www.strategiesforpolicinginnovation.com/sites/default/files/FINAL_REPORT_TOLEDO.pdf,,U.S. Department of Justice,,04/08/2018,,./0.png
-83.5378674,41.6528052,AOS5981,Toledo,Lucas County,OH,Toledo OH,41.652805200000003,-83.537867399999996,Toledo Police Department,Police,The Toledo Police Department launched its real-time crime center and a city camera network in 2012.,Real-Time Crime Center,,https://www.wtol.com/article/news/local/3-tpd-mobile-cameras-need-expensive-overhauls/512-31aaa082-8503-4d81-9030-fcb36adaa2a5,,WTOL 11,,10/22/2018,https://www.wtol.com/article/news/tpd-unveils-real-time-crime-center/512-be585b67-46af-4b59-9fb1-5b61ba2eec3b,,WTOL 11,,11/01/2012,http://www.strategiesforpolicinginnovation.com/sites/default/files/FINAL_REPORT_TOLEDO.pdf,,U.S. Department of Justice,,04/08/2018,,./0.png
-90.1848103,32.2987573,AOS6034,Jackson,Hinds County,MS,Jackson MS,32.298757299999998,-90.184810299999995,Jackson Police Department,Police,The Jackson Police Department launched a real-time crime center in 2019.,Real-Time Crime Center,,https://www.wapt.com/article/jackson-high-powered-surveillance-cameras-installed/29726449,,WAPT,,11/07/2019,,,,,,,,,,,,./0.png
-73.7562317,42.6525793,AOS6044,Albany,Albany County,NY,Albany NY,42.652579299999999,-73.756231700000001,Capital Region Crime Analysis Center,State-Local Partnership,The Capital Region Crime Analysis Center (also called the Albany Crime Analysis Center) is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. It is housed at the Albany Police Department,Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.timesunion.com/local/article/Albany-Crime-Analysis-Center-renovation-opens-10809528.php,,Times Union,,12/20/2016,https://www.governor.ny.gov/news/governor-cuomo-announces-expansion-crime-analysis-center-albany,,New York Governor's Office,,12/20/2016,,./0.png
-76.1474244,43.0481221,AOS6045,Syracuse,Onandaga County,NY,Syracuse NY,43.048122100000001,-76.147424400000006,Central New York Crime Analysis Center,State-Local Partnership,"The Central New York Crime Analysis Center (previously known as the Onondaga Crime Analysis Center) is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. Launched in 2008, the CAC receiv",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.criminaljustice.ny.gov/pio/press_releases/2020-03-09_pressrelease.html,,New York State Division of Criminal Justice Services,,3/9/2020,,,,,,,./0.png
-78.8783689,42.8864468,AOS6046,Buffalo,Erie County,NY,Buffalo NY,42.886446800000002,-78.878368899999998,Erie Crime Analysis Center,State-Local Partnership,"Launched in 2008, the Erie Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. It is housed at the Buffalo Police Department and services law enforcement agencies",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.criminaljustice.ny.gov/pio/press_releases/2008-09-12_pressrelease.html,,New York State Division of Criminal Justice Services,,9/12/2008,https://www.criminaljustice.ny.gov/ofpa/pdfdocs/2018_ecac_rfp_5.18.pdf,,New York State Division of Criminal Justice Services,,5/15/2018,,./0.png
-74.3243191,41.4020382,AOS6047,Goshen,Orange County,NY,Goshen NY,41.402038200000000,-74.324319099999997,Hudson Valley Crime Analysis Center,State-Local Partnership,"The Hudson Valley Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. Housed at the Orange County Emergency Services Center, the HVCAC features ""a video wall meas",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.governor.ny.gov/news/governor-cuomo-announces-expansion-new-yorks-crime-analysis-center-network-hudson-valley-region,,New York Governor's Office,,6/14/2018,https://www.recordonline.com/news/20180613/hudson-valley-crime-analysis-center-opens-in-goshen,,Times Herald-Record,,6/13/2018,,./0.png
-77.6088465,43.1565779,AOS6048,Rochester,Monroe County,NY,Rochester NY,43.156577900000002,-77.608846499999999,Monroe Crime Analysis Center,State-Local Partnership,"The Monroe Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. Launched in 2015, the MCAC is housed at the Rochester Police Department. Analysts at the MCAC can a",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://spectrumlocalnews.com/nys/buffalo/news/2015/03/26/monroe-crime-analysis-center,,Spectrum News,,03/27/2015,https://www.democratandchronicle.com/story/news/2015/03/26/monroe-county-crime-analysis-center-new-technology-real-time/70482918/,,Democrat and Chronicle,,03/26/2015,,./0.png
-75.232664,43.100903,AOS6049,Utica,Oneida County,NY,Utica NY,43.100903000000002,-75.232664000000000,Mohawk Valley Crime Analysis Center,State-Local Partnership,"The Mohawk Valley Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. Launched in January 2017, the MVCAC is housed at the Utica Police Department and features a",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.governor.ny.gov/news/governor-cuomo-announces-new-mohawk-valley-crime-analysis-center,,New York Governor's Office,,1/19/2017,https://wibx950.com/mohawk-valley-crime-analysis-center-open-at-upd/,,WIBX,,1/19/2017,,./0.png
-78.9853813,43.115326,AOS6050,Niagara,Niagara County,NY,Niagara NY,43.115326000000003,-78.985381300000000,Niagara Intelligence and Crime Analysis Center,State-Local Partnership,The Niagara Intelligence and Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. The NICAC was founded in 2016 and is housed at the Niagara Police Department. Acc,Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.governor.ny.gov/news/governor-cuomo-announces-new-crime-analysis-center-niagara-county-newest-seven-supported-new,,New York Governor's Office,,2/29/2016,https://buffalonews.com/news/local/crime-and-courts/at-niagara-county-s-crime-analysis-center-the-future-of-policing-is-now/article_01de868c-94e8-55e4-9f7a-16075643b67a.html,,The Buffalo News,,2/28/2016,,./0.png
-74.2948983,44.8486596,AOS6051,Malone,Franklin County,NY,Malone NY,44.848659599999998,-74.294898300000000,North Country Crime Analysis Center,State-Local Partnership,"The North Country Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. Housed in the Franklin County Public Safety Building, the NCCAC serves law enforcement agenc",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.pressrepublican.com/news/local_news/crime-analysis-center-on-the-job-in-malone/article_f30d1212-dba7-5e12-babc-d97f37649b5b.html,,Press-Republican,,10/12/2016,https://spectrumlocalnews.com/nys/buffalo/news/2016/10/12/new-north-country-crime-analysis-center-opens-in-malone,,Spectrum News,,10/12/2016,,./0.png
-72.9170487,40.8367653,AOS6052,Yaphank,Suffolk County,NY,Yaphank NY,40.836765300000003,-72.917048699999995,Suffolk Crime Analysis Center,State-Local Partnership,The Suffolk Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. It is housed at the Suffolk County Police Department's headquarters in Yaphank. The SCAC features,Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://www.newsday.com/long-island/suffolk/real-time-crime-center-1.27930557,,Newsday,,3/2/2019,,,,,,,./0.png
-75.9179738,42.0986867,AOS6053,Binghamton,Broome County,NY,Binghamton NY,42.098686700000002,-75.917973799999999,Southern Tier Crime Analysis Center,State-Local Partnership,"The Southern Tier Crime Analysis Center is part of a network of 10 real-time crime analysis centers supported by the New York State Division of Criminal Justice. Housed at the Binghamton Police Department, the STCAC serves law enforcement agencies in Bro",Real-Time Crime Center,,https://www.criminaljustice.ny.gov/crimnet/ojsa/impact/CACCI.pdf,,New York State Division of Criminal Justice Services,,,https://spectrumlocalnews.com/nys/central-ny/public-safety/2020/03/10/central-new-york-crime-analysis-center-will-triple-in-size,,Spectrum News,,3/10/2020,http://www.binghamton-ny.gov/sites/default/files/meetings/Perm%20Resolution%2020-70%20authorizing%20the%20city%20of%20Binghamton%20Police%20Department%20to%20use%20awarded%20funds%20to%20implement%20the%20GIVE%20VI%20Initiative%20and%20fund%20aspects%20o,,City of Binghamton,,8/5/2020,,./0.png
-93.2650108,44.977753,AOS6054,Minneapolis,Hennepin County,MN,Minneapolis MN,44.977753000000000,-93.265010799999999,Minneapolis Police Department,Police,The Minneapolis Police Department's Strategic Information Center access a network of video cameras and other data systems using Fusus technology.,Real-Time Crime Center,Fusus,https://www.fusus.com/blog/press-release-minneapolis-police-department-to-activate-fusus-real-time-crime-center-platform,,Fusus,,03/31/2020,https://minnesota.cbslocal.com/2013/05/08/strategic-cameras-in-minneapolis-catch-criminals-in-the-act/,,CBS Minnesota,,5/8/2013,,,,,,,./0.png
-73.7959666,41.1073183,AOS6398,Hawthorne,Westchester County,NY,Hawthorne NY,41.107318300000003,-73.795966600000000,Westchester County Police Department,Police,The Westchester County Police Department operates a real-time crime center that includes automated license plate readers and artificial intelligence.,Real-Time Crime Center,Mobotix,https://www.muckrock.com/foi/westchester-county-5687/wcpd-mobotix-conference-104685/,,Muckrock News,,12/9/2020,https://www.lohud.com/story/news/crime/2018/07/23/new-police-technology/746938002/,,LoHud,,7/23/2018,,,,,,,./0.png
-118.1937395,33.7700504,AOS6429,Long Beach,Los Angeles County,CA,Long Beach CA,33.770050400000002,-118.193739500000007,Long Beach Police Department,Police,"The Long Beach Police Department's real-time crime center is called the Common Operating Picture. According to LBPD, ""With just the click of a computer mouse, the Long Beach Police Department has the capability to access live video of locations throughou",Real-Time Crime Center,,http://www.longbeach.gov/police/crime-info/lbcop-community-camera-partnership/,,Long Beach Police Department,,,,,,,,,,,,,,./0.png
-79.9958864,40.4406248,AOS7104,Pittsburgh,Allegheny County,PA,Pittsburgh PA,40.440624800000002,-79.995886400000003,Pittsburgh Police Department,Police,"The Pittsburgh Police Department launched a real-time crime center in 2020. The RTCC integrates Shotspotter, automated license plate readers, and a camera network.",Real-Time Crime Center,,https://pittsburghpa.gov/files/police/orders/ch4/43-13-Real-Time-Crime-Center-(RTCC).pdf,,Pittsburgh Police Department,,04/02/2020,,,,,,,,,,,,./0.png
-84.2807329,30.4382559,AOS7250,Tallahassee,Leon County,FL,Tallahassee FL,30.438255900000001,-84.280732900000004,Florida State University Police Department,Police,Florida State University Police Department launched a $2.3-million real-time crime center in March 2021.,Real-Time Crime Center,,https://news.fsu.edu/news/university-news/2021/03/30/fsu-brings-together-local-law-enforcement-and-criminology-researchers-at-new-real-time-crime-center/,,Florida State University,,3/30/2021,,,,,,,,,,,,./0.png
-103.1360403,32.7026116,AOS8372,Hobbs,Lea County,NM,Hobbs NM,32.702611599999997,-103.136040300000005,Hobbs Police Department,Police,"The Hobbs Police Department established the Emergency Action General Law Enforcement Intelligence Center (EAGLE IC ) in July 2014. The city's cameras feed into this center, and all multi-family developments are required to provide camera feeds to the cen",Real-Time Crime Center,,https://www.securityinfowatch.com/video-surveillance/article/12104169/oil-boom-fuels-surveillance-overhaul-in-hobbs-nm,,Security InfoWatch,,8/18/2015,https://www.hobbsnm.org/files/newsletters/March%202017%20Newsletter.pdf,,The City Voice,,"2017",https://hobbsnm.org/files/public_meetings/city_commission/2016/Jan%204%20full%20packet.pdf,,City of Hobbs,,1/4/2016,,./0.png
